,Unnamed: 0,Villageid,Primary_key,LPCD_Weighted,LPCD_Min,LPCD_Max,State name,District name,Block name,Gram panchayat,Village name,Sample source,Sample Id,Lab name,Lab name agg,Scheme Type,Sample collection,Sample tested,Free residual Chlorine (mg/l),Total Alkalinity (as Calcium Carbonate) (mg/l),Turbidity (NTU),TDS (mg/l),Fluoride (as F) (mg/l),Colour (Hazen units),Total Hardness (As CaCO3) (mg/l),Sulphate (as SO4) (mg/l),Total coliform (CFU/ 100 ml),Iron (As Fe) (mg/l),E. coli (CFU/100 ml),Odour (NA),Chloride (as Cl) (mg/l),Nitrate (as NO3) (mg/l),pH (NA),Arsenic (mg/l),S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
603,603,158681.0,NANJANGUD_KASUVINAHALLI_LAKSHMANAPURA,57.92,57.92,57.92,Karnataka,Mysuru,Nanjangud,Kasuvinahalli,Lakshmanapura,"Source Type : Deep Tubewell, location : VIILAGE LIMIT",U697286S15374485,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,15/09/2023,16/09/2023,,221.9466666666667,0.7000000000000001,511.3333333333333,0.2333333333333333,1.0,251.85333333333327,20.08333333333333,,0.1399999999999999,,0.0,88.79666666666667,14.73,8.0,,611,Karnataka,15,Mysuru,202,Nanjangud,2582,Kasuvinahalli,63166,Lakshmanapura,Lakshmanapura,619272.0,619272,Lakshmanapura,518,1,1,516,122,122,0,
604,604,158680.0,NANJANGUD_KASUVINAHALLI_MAKANAPURA,57.27,57.27,57.27,Karnataka,Mysuru,Nanjangud,Kasuvinahalli,Makanapura,Anganwadi name : Anganwadi,U697286S17668141,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,22/09/2023,25/09/2023,,284.0,1.1,564.0,0.52,1.0,298.11,30.04,,0.05,,,45.66,16.0,7.8,,612,Karnataka,15,Mysuru,202,Nanjangud,2582,Kasuvinahalli,63166,Makanapura,Makanapura,619268.0,619268,Makanapura,812,384,0,428,203,203,0,
605,605,158676.0,NANJANGUD_KASUVINAHALLI_YELACHAGERE,55.66,55.66,55.66,Karnataka,Mysuru,Nanjangud,Kasuvinahalli,Yelachagere,Anganwadi name : Anganwadi 1,U697286S17668108,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,22/09/2023,25/09/2023,,380.0,1.1,756.0,0.4,1.0,400.2,30.09,,0.1,,,77.42,16.32,7.8,,613,Karnataka,15,Mysuru,202,Nanjangud,2582,Kasuvinahalli,63166,Yelachagere,Yelachagere,619273.0,619273,ELCHAGERE,1042,100,287,655,272,272,0,
606,606,158586.0,NANJANGUD_KEMPISIDDANA HUNDI_BASAVANAPURA,37.88,37.88,37.88,Karnataka,Mysuru,Nanjangud,Kempisiddana Hundi,Basavanapura,"Source Type : Deep Tubewell, location : Basavanapura village",U697286S12413130,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS,29/05/2023,30/05/2023,,219.964,0.76,449.6,0.266,1.0,256.094,21.394,0.0,0.238,,0.0,34.386,4.958,7.779999999999999,,614,Karnataka,15,Mysuru,202,Nanjangud,2582,Kempisiddana Hundi,63141,Basavanapura,Basavanapura,619192.0,619192,Basavanapura,623,237,0,386,157,157,0,
607,607,158587.0,NANJANGUD_KEMPISIDDANA HUNDI_HEJJIGE,37.57,37.31,37.71,Karnataka,Mysuru,Nanjangud,Kempisiddana Hundi,Hejjige,"Source Type : Deep Tubewell, location : in habitaiton",U697286S12415556,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,29/05/2023,30/05/2023,,344.7383333333333,0.7541666666666668,844.1666666666666,0.5183333333333334,1.0,441.2275,45.6575,0.0,0.1858333333333333,,0.0,123.66,24.960833333333337,7.458333333333333,,615,Karnataka,15,Mysuru,202,Nanjangud,2582,Kempisiddana Hundi,63141,Hejjige,Hejjige,619193.0,619193,Hejjige,3114,456,8,2650,656,453,0,
608,608,158588.0,NANJANGUD_KEMPISIDDANA HUNDI_THOREMAVU,36.22,36.22,36.22,Karnataka,Mysuru,Nanjangud,Kempisiddana Hundi,Thoremavu,"Source Type : Deep Tubewell, location : near main road",U697286S12345463,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS,25/05/2023,26/05/2023,,212.055,1.025,435.25,0.2,1.0,236.1425,21.59625,0.0,0.21875,,0.0,39.25125,9.2775,7.6,,616,Karnataka,15,Mysuru,202,Nanjangud,2582,Kempisiddana Hundi,63141,Thoremavu,Thoremavu,619194.0,619194,Thoremavu,1781,689,18,1074,395,274,81,
609,609,158636.0,NANJANGUD_KONANUR_HANUMANAPURA,35.7,35.7,35.7,Karnataka,Mysuru,Nanjangud,Konanur,Hanumanapura,Anganwadi name : Anganwadi 2,U697286S17144350,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,12/12/2023,13/12/2023,,347.57142857142856,1.1857142857142855,804.5714285714286,0.8171428571428571,1.0,426.1785714285714,43.82857142857143,,0.1542857142857143,,0.0,87.02857142857144,34.004285714285714,7.785714285714286,,617,Karnataka,15,Mysuru,202,Nanjangud,2582,Konanur,63154,Hanumanapura,Hanumanapura,619305.0,619305,Hanumanapura,1297,570,0,727,313,312,0,
610,610,158638.0,NANJANGUD_KONANUR_KONANAPURA,37.32,36.89,38.0,Karnataka,Mysuru,Nanjangud,Konanur,Konanapura,School name : glps konanapurada palya,U697286S15088193,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,18/08/2023,19/08/2023,,422.18,0.95,946.0,0.46,1.0,498.205,32.255,,0.0849999999999999,,0.0,126.145,31.270000000000003,7.35,,618,Karnataka,15,Mysuru,202,Nanjangud,2582,Konanur,63154,Konanapura,Konanapura,619302.0,619302,Konanapura,598,383,0,215,137,135,0,
611,611,158639.0,NANJANGUD_KONANUR_KONANUR,38.87,38.87,38.87,Karnataka,Mysuru,Nanjangud,Konanur,Konanur,School name : Gangadhareswara High School,U697286S15087372,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,18/08/2023,19/08/2023,,309.06,0.7,679.0,0.52,1.0,343.03,35.97,,0.1,,0.0,79.825,29.25,7.449999999999999,,619,Karnataka,15,Mysuru,202,Nanjangud,2582,Konanur,63154,Konanur,Konanoor,619301.0,619301,Konanoor,2192,384,20,1788,557,557,0,
612,612,158637.0,NANJANGUD_KONANUR_P. MARAHALLI,35.81,35.32,37.87,Karnataka,Mysuru,Nanjangud,Konanur,P. Marahalli,Anganwadi name : Anganwadi 3,U697286S17144910,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,12/12/2023,13/12/2023,,240.66444444444448,0.8111111111111112,536.0,0.4188888888888888,1.0,269.76222222222225,25.86,,0.1866666666666666,,0.0,65.7988888888889,24.272222222222226,7.800000000000001,,620,Karnataka,15,Mysuru,202,Nanjangud,2582,Konanur,63154,P. Marahalli,Paduvalamarahalli,619303.0,619303,Paduvalamarahalli,1924,435,8,1481,481,480,0,
613,613,158657.0,NANJANGUD_KOODLAPURA_BAGUR,37.81,37.81,37.81,Karnataka,Mysuru,Nanjangud,Koodlapura,Bagur,Anganwadi name : Anganwadi,U697286S18004503,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,17/11/2023,18/11/2023,,517.12,0.5,1328.0,0.35,1.0,699.55,39.61,,0.08,,,224.33,49.93,7.1,,621,Karnataka,15,Mysuru,202,Nanjangud,2582,Koodlapura,63159,Bagur,Bagooru,619292.0,619292,Bagooru,402,2,0,400,93,93,0,
614,614,158655.0,NANJANGUD_KOODLAPURA_HUNASANALU,35.27,35.27,35.27,Karnataka,Mysuru,Nanjangud,Koodlapura,Hunasanalu,Anganwadi name : Anganwadi 1,U697286S18004597,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,18/11/2023,18/01/2024,,357.28,1.1,1136.0,0.83,1.0,546.97,58.8,,0.06,,,264.2,44.12,7.0,,622,Karnataka,15,Mysuru,202,Nanjangud,2582,Koodlapura,63159,Hunasanalu,Hunasanalu,619274.0,619274,Hunasanalu,2339,195,54,2090,491,491,0,
615,615,158658.0,NANJANGUD_KOODLAPURA_KOODLAPURA,32.37,32.37,32.37,Karnataka,Mysuru,Nanjangud,Koodlapura,Koodlapura,Anganwadi name : Anganwadi 1,U697286S18004777,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,18/11/2023,20/01/2024,,324.8,1.0,740.0,0.35,1.0,340.87,36.78,,0.15,,,129.21,33.13,7.7,,623,Karnataka,15,Mysuru,202,Nanjangud,2582,Koodlapura,63159,Koodlapura,Koodlapura,619291.0,619291,Koodlapura,3460,466,237,2757,738,738,0,
616,616,158656.0,NANJANGUD_KOODLAPURA_THARADALE,31.71,31.71,31.71,Karnataka,Mysuru,Nanjangud,Koodlapura,Tharadale,Anganwadi name : Anganwadi 1,U697286S18004695,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,17/11/2023,18/11/2023,,573.68,0.7,1238.0,0.36,1.0,586.33,85.32,,0.03,,,192.56,24.4,7.3,,624,Karnataka,15,Mysuru,202,Nanjangud,2582,Koodlapura,63159,Tharadale,Tharadale,619293.0,619293,Tharadale,1512,280,0,1232,324,324,0,
617,617,158703.0,NANJANGUD_KURIHUNDI_KANENUR,57.89,56.39,57.97,Karnataka,Mysuru,Nanjangud,Kurihundi,Kanenur,"Source Type : Deep Tubewell, location : near road",U697286S12881859,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,13/06/2023,14/06/2023,,218.33777777777777,0.7555555555555555,419.3333333333333,0.38,1.0,239.57777777777773,18.99888888888889,,0.0844444444444444,,0.0,19.8,18.047777777777775,7.633333333333334,,625,Karnataka,15,Mysuru,202,Nanjangud,2582,Kurihundi,63173,Kanenur,Kanenur,619124.0,619124,Kanenur,2717,876,177,1664,609,541,0,
618,618,158701.0,NANJANGUD_KURIHUNDI_KURIHUNDI,55.82,55.82,55.82,Karnataka,Mysuru,Nanjangud,Kurihundi,Kurihundi,"Source Type : Deep Tubewell, location : in habitaiton",U697286S12881691,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,12/06/2023,13/06/2023,,200.564,0.86,438.0,0.344,1.0,226.716,41.88,,0.12,,0.0,16.107999999999997,29.916,7.479999999999999,,626,Karnataka,15,Mysuru,202,Nanjangud,2582,Kurihundi,63173,Kurihundi,Kurihundi,619130.0,619130,Kurihundi,1899,762,0,1137,457,457,0,
619,619,158702.0,NANJANGUD_KURIHUNDI_TARAGANAHALLI,57.38,57.38,57.38,Karnataka,Mysuru,Nanjangud,Kurihundi,Taraganahalli,Anganwadi name : Anganwadi 3,U697286S12881491,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,12/06/2023,13/06/2023,,177.82799999999995,0.54,362.4,0.182,1.0,189.456,22.986,,0.124,,0.0,17.318,22.766,7.6,,627,Karnataka,15,Mysuru,202,Nanjangud,2582,Kurihundi,63173,Taraganahalli,Taraganahalli,619131.0,619131,Taraganahalli,1891,373,593,925,415,415,0,
620,620,158619.0,NANJANGUD_MALLUPURA_ALAGANCHI,57.43,57.43,57.43,Karnataka,Mysuru,Nanjangud,Mallupura,Alaganchi,Individual house tap water rajappa house,U697286S17322412,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,13/12/2023,14/12/2023,,159.745,0.55,486.0,0.24,1.0,257.8525,26.3325,,0.1674999999999999,,0.0,80.995,20.880000000000003,7.525,,628,Karnataka,15,Mysuru,202,Nanjangud,2582,Mallupura,63150,Alaganchi,Alaganchi,619230.0,619230,Alaganchi,4232,1038,780,2414,848,848,0,
621,621,158618.0,NANJANGUD_MALLUPURA_BENDAGAHALLI,57.92,57.92,57.92,Karnataka,Mysuru,Nanjangud,Mallupura,Bendagahalli,Anganwadi name : Anganwadi,U697286S17321524,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,08/12/2023,11/12/2023,,347.04,1.1,997.0,0.665,1.0,526.0899999999999,49.435,,0.3249999999999999,,0.0,172.355,33.605,7.85,,629,Karnataka,15,Mysuru,202,Nanjangud,2582,Mallupura,63150,Bendagahalli,Bendagahalli,619248.0,619248,Bendagahalli,259,0,0,259,78,78,0,
622,622,158622.0,NANJANGUD_MALLUPURA_KIRUGUNDA,57.41,55.46,58.16,Karnataka,Mysuru,Nanjangud,Mallupura,Kirugunda,"Source Type : Deep Tubewell, location : Kirugunda",U697286S17146471,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,11/12/2023,12/12/2023,,203.3385714285714,0.6428571428571429,444.57142857142856,0.5078571428571429,1.0,223.00857142857143,22.99857142857143,,0.1721428571428571,,0.0,46.925714285714285,24.214285714285715,7.714285714285714,,630,Karnataka,15,Mysuru,202,Nanjangud,2582,Mallupura,63150,Kirugunda,Kirugunda,619226.0,619226,Kirugunda,2665,876,9,1780,635,612,0,
623,623,158620.0,NANJANGUD_MALLUPURA_MADAHALLI,56.95,56.95,56.95,Karnataka,Mysuru,Nanjangud,Mallupura,Madahalli,Anganwadi name : Anganwadi,U697286S17318170,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,08/12/2023,11/12/2023,,407.88,0.9,1256.0,1.1,1.0,684.62,62.13,,0.32,,0.0,210.9,45.81,7.8,,631,Karnataka,15,Mysuru,202,Nanjangud,2582,Mallupura,63150,Madahalli,Madahalli,619227.0,619227,Madahalli,511,1,0,510,100,100,0,
624,624,158621.0,NANJANGUD_MALLUPURA_MALLUPURA,57.88,57.88,57.89,Karnataka,Mysuru,Nanjangud,Mallupura,Mallupura,Individual house tap water near madegowda house,U697286S17318081,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,08/12/2023,11/12/2023,,250.4,0.5333333333333333,732.0,0.6233333333333334,1.0,390.1133333333334,66.39,,0.0966666666666666,,0.0,83.71333333333334,35.943333333333335,7.366666666666667,,632,Karnataka,15,Mysuru,202,Nanjangud,2582,Mallupura,63150,Mallupura,Mallupura,619228.0,619228,Mallupura,1579,93,243,1243,234,234,0,
625,625,158580.0,NANJANGUD_MARALUR_GODDANAPURA,38.6,38.6,38.6,Karnataka,Mysuru,Nanjangud,Maralur,Goddanapura,"Source Type : Deep Tubewell, location : Goddanapura village limit",U697286S13266857,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,20/06/2023,21/06/2023,,277.38,1.0,575.0,0.095,1.0,308.315,29.8,,0.125,,0.0,24.815,42.14,7.35,,633,Karnataka,15,Mysuru,202,Nanjangud,2582,Maralur,63139,Goddanapura,Goddanapura,619186.0,619186,Goddanapura,1140,311,116,713,247,238,0,
626,626,158579.0,NANJANGUD_MARALUR_MARALUR,35.7,35.31,35.9,Karnataka,Mysuru,Nanjangud,Maralur,Maralur,Anganwadi name : Anganwadi 2,U697286S13267017,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,20/06/2023,21/06/2023,,272.5955555555556,0.8111111111111111,615.3333333333334,0.4888888888888889,1.0,321.44777777777773,46.62222222222222,,0.1811111111111111,,0.0,43.88555555555556,35.617777777777775,7.477777777777778,,634,Karnataka,15,Mysuru,202,Nanjangud,2582,Maralur,63139,Maralur,Maraluru,619185.0,619185,Maraluru,2591,22,179,2390,585,182,0,
627,627,158581.0,NANJANGUD_MARALUR_YECHAGALLI,37.19,36.98,37.79,Karnataka,Mysuru,Nanjangud,Maralur,Yechagalli,School name : G.H.P.School,U697286S13268437,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,20/06/2023,21/06/2023,,339.4755555555555,0.8111111111111111,783.7777777777778,0.3877777777777778,1.0,452.2344444444445,46.45111111111111,,0.0833333333333333,,0.0,43.54666666666667,33.81777777777778,7.444444444444445,,635,Karnataka,15,Mysuru,202,Nanjangud,2582,Maralur,63139,Yechagalli,Yechagalli,619187.0,619187,ECHAGALLI,3232,150,673,2409,704,222,0,
628,628,158616.0,NANJANGUD_NAGARLE_GONAHALLI,58.53,58.53,58.53,Karnataka,Mysuru,Nanjangud,Nagarle,Gonahalli,"Source Type : Deep Tubewell, location : near road",U697286S17808083,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,12/01/2024,16/01/2024,,278.1828571428572,0.5714285714285714,586.8571428571429,0.1699999999999999,1.0,328.69,15.705714285714285,0.0,0.1971428571428571,,,57.24142857142857,15.487142857142857,7.242857142857143,,636,Karnataka,15,Mysuru,202,Nanjangud,2582,Nagarle,63149,Gonahalli,Gonahalli,619210.0,619210,Gonahalli,1266,312,943,11,252,252,0,
629,629,158615.0,NANJANGUD_NAGARLE_HANIYAMBALLI,56.94,56.94,56.94,Karnataka,Mysuru,Nanjangud,Nagarle,Haniyamballi,"Source Type : Deep Tubewell, location : in habitaiton",U697286S17808119,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,12/01/2024,16/01/2024,,239.37,0.525,502.0,0.4024999999999999,1.0,262.835,20.175,0.0,0.2625,,,56.8825,12.235,7.225,,637,Karnataka,15,Mysuru,202,Nanjangud,2582,Nagarle,63149,Haniyamballi,Haniyamballi,619209.0,619209,Haniyamballi,843,394,0,449,202,202,0,
630,630,158617.0,NANJANGUD_NAGARLE_NAGARLE,59.54,59.54,59.54,Karnataka,Mysuru,Nanjangud,Nagarle,Nagarle,"Source Type : Deep Tubewell, location : Village limit",U697286S17820671,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,11/01/2024,23/01/2024,,280.192,0.54,552.4,0.614,1.0,307.908,22.12,0.0,0.158,,,50.652,5.574,7.220000000000001,,638,Karnataka,15,Mysuru,202,Nanjangud,2582,Nagarle,63149,Nagarle,Nagarle,619212.0,619212,Nagarle,3655,1334,1125,1196,870,600,0,
631,631,158614.0,NANJANGUD_NAGARLE_SARAGOORU,57.9,57.69,57.96,Karnataka,Mysuru,Nanjangud,Nagarle,Saragooru,School name : G.L.P.School basavanapura,U697286S17924220,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,09/10/2023,10/10/2023,,276.6742857142857,0.5857142857142856,574.8571428571429,0.4942857142857143,1.0,321.2871428571429,18.785714285714285,0.0,0.2228571428571428,,0.0,59.175714285714285,10.242857142857144,7.328571428571428,,639,Karnataka,15,Mysuru,202,Nanjangud,2582,Nagarle,63149,Saragooru,Saragooru,619208.0,619208,Saragooru,2283,477,400,1406,528,191,0,
632,632,158683.0,NANJANGUD_NAVILUR_NAVILUR,56.64,56.61,56.66,Karnataka,Mysuru,Nanjangud,Navilur,Navilur,"Source Type : Deep Tubewell, location : Naviluru",U697286S16675497,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,21/11/2023,22/11/2023,,302.9775,0.8125,827.25,0.635,1.0,419.145,44.39875,,0.16875,,0.0,139.57375,37.7375,7.462499999999999,,640,Karnataka,15,Mysuru,202,Nanjangud,2582,Navilur,63167,Navilur,Navilur,619265.0,619265,Navilur,1905,388,0,1517,449,449,0,
633,633,158682.0,NANJANGUD_NAVILUR_SURAHALLI,56.05,55.18,60.0,Karnataka,Mysuru,Nanjangud,Navilur,Surahalli,Individual house tap water madegowda house,U697286S16676750,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,22/11/2023,23/11/2023,,216.53333333333333,0.5,502.0,0.4466666666666666,1.0,265.56,34.26333333333333,,0.1966666666666666,,0.0,49.49666666666667,18.366666666666664,7.866666666666667,,641,Karnataka,15,Mysuru,202,Nanjangud,2582,Navilur,63167,Surahalli,Surahalli,619266.0,619266,Surahalli,3181,491,1235,1455,904,726,0,
634,634,158685.0,NANJANGUD_NAVILUR_YECHAGUNDLU,55.61,55.61,55.61,Karnataka,Mysuru,Nanjangud,Navilur,Yechagundlu,Anganwadi name : Anganwadi 1,U697286S17668306,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,23/11/2023,24/11/2023,,341.04,0.9,704.0,0.4,1.0,352.76,35.57,,0.2,,,84.85,20.52,7.9,,642,Karnataka,15,Mysuru,202,Nanjangud,2582,Navilur,63167,Yechagundlu,Yechagundlu,619260.0,619260,Yechagundlu,1471,282,651,538,425,425,0,
635,635,158710.0,NANJANGUD_NELLITHALAPURA_AKALA,33.87,33.87,33.87,Karnataka,Mysuru,Nanjangud,Nellithalapura,Akala,Anganwadi name : Anganwadi,U697286S18004891,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,28/11/2023,29/11/2023,,164.82,0.3,352.0,0.22,1.0,188.17,10.03,,0.09,,,35.48,15.03,7.7,,643,Karnataka,15,Mysuru,202,Nanjangud,2582,Nellithalapura,63175,Akala,Akala,619137.0,619137,Akala,862,279,13,570,242,242,0,
636,636,158708.0,NANJANGUD_NELLITHALAPURA_KADABURU,56.2,56.2,56.2,Karnataka,Mysuru,Nanjangud,Nellithalapura,Kadaburu,"Source Type : Deep Tubewell, location : Kadaburu village",U697286S18451910,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,28/11/2023,29/11/2023,,164.82,0.3,396.0,0.31,1.0,196.18,20.41,,0.15,,,53.22,22.3,7.8,,644,Karnataka,15,Mysuru,202,Nanjangud,2582,Nellithalapura,63175,Kadaburu,Kadaburu,619139.0,619139,Kadaburu,1210,294,238,678,307,307,0,
637,637,158714.0,NANJANGUD_NELLITHALAPURA_KAPPSOGE,58.77,58.77,58.77,Karnataka,Mysuru,Nanjangud,Nellithalapura,Kappsoge,Individual house tap water narayannashetty house,U697286S15666893,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,04/10/2023,06/10/2023,,192.33333333333331,0.7666666666666666,440.3333333333333,0.6683333333333333,1.0,238.2133333333333,15.968333333333334,,0.1683333333333333,,0.0,49.21,16.658333333333335,7.833333333333333,,645,Karnataka,15,Mysuru,202,Nanjangud,2582,Nellithalapura,63175,Kappsoge,Kappasoge,619132.0,619132,Kappasoge,2399,452,1418,529,546,546,0,
638,638,158713.0,NANJANGUD_NELLITHALAPURA_MADANAHALLI,57.92,57.92,58.0,Karnataka,Mysuru,Nanjangud,Nellithalapura,Madanahalli,Anganwadi name : Anganwadi,U697286S18005142,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,09/10/2023,10/10/2023,,101.0,0.5,252.0,0.5,1.0,110.26,18.68,,0.23,,,41.39,16.81,7.9,,646,Karnataka,15,Mysuru,202,Nanjangud,2582,Nellithalapura,63175,Madanahalli,Madanahalli,619123.0,619123,Madanahalli,814,294,3,517,206,206,0,
639,639,158712.0,NANJANGUD_NELLITHALAPURA_MOTHA,57.57,57.57,57.57,Karnataka,Mysuru,Nanjangud,Nellithalapura,Motha,Anganwadi name : Anganwadi,U697286S18005222,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,09/10/2023,10/10/2023,,117.16,0.3,328.0,0.7,1.0,159.26,11.36,,0.35,,,55.19,28.6,8.0,,647,Karnataka,15,Mysuru,202,Nanjangud,2582,Nellithalapura,63175,Motha,Motha,619133.0,619133,Motha,469,44,1,424,132,132,0,
640,640,158711.0,NANJANGUD_NELLITHALAPURA_NELLITHALAPURA,58.01,57.14,58.82,Karnataka,Mysuru,Nanjangud,Nellithalapura,Nellithalapura,"Source Type : Deep Tubewell, location : Nallithalapura village limit",U697286S18004984,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,28/11/2023,29/11/2023,,217.392,0.62,544.0,0.456,1.0,294.794,27.788,0.0,0.136,,,45.916,21.86,7.62,,648,Karnataka,15,Mysuru,202,Nanjangud,2582,Nellithalapura,63175,Nellithalapura,Nellithalapura,619136.0,619136,Nellithalapura,1410,204,156,1050,420,420,0,
641,641,158709.0,NANJANGUD_NELLITHALAPURA_RAJUR,58.94,58.94,58.94,Karnataka,Mysuru,Nanjangud,Nellithalapura,Rajur,"Source Type : Deep Tubewell, location : Near Main Road",U697286S18451840,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,28/11/2023,29/11/2023,,301.5,0.7,892.0,0.79,1.0,404.36,32.0,,0.15,,,226.67,44.12,7.5,,649,Karnataka,15,Mysuru,202,Nanjangud,2582,Nellithalapura,63175,Rajur,Rajur,619138.0,619138,Rajur,828,435,0,393,208,198,0,
642,642,158649.0,NANJANGUD_NERALE_HALEPURA,32.81,32.81,32.81,Karnataka,Mysuru,Nanjangud,Nerale,Halepura,Anganwadi name : Anganwadi 1,U697286S17671678,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],,19/10/2023,20/10/2023,,325.62,0.7,612.0,0.51,1.0,336.3,16.89,,0.09,,,52.45,13.57,7.7,,650,Karnataka,15,Mysuru,202,Nanjangud,2582,Nerale,63157,Halepura,Halepura,619296.0,619296,Halepura,2027,302,466,1259,495,495,0,
643,643,158650.0,NANJANGUD_NERALE_HAMPAPURA,37.9,37.9,37.9,Karnataka,Mysuru,Nanjangud,Nerale,Hampapura,Anganwadi name : Anganwadi,U697286S17671630,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,19/10/2023,20/10/2023,,297.48,0.8,586.0,0.64,1.0,316.28,22.89,,0.33,,,54.39,12.44,7.6,,651,Karnataka,15,Mysuru,202,Nanjangud,2582,Nerale,63157,Hampapura,Hampapura,619295.0,619295,Hampapura,409,1,0,408,101,101,0,
644,644,158651.0,NANJANGUD_NERALE_NERALE,36.99,36.99,36.99,Karnataka,Mysuru,Nanjangud,Nerale,Nerale,"Source Type : Deep Tubewell, location : Nerale village",U697286S15229122,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,13/09/2023,14/09/2023,,387.0028571428571,1.0142857142857145,1126.2857142857142,0.87,1.0,567.9385714285714,48.62428571428571,,0.1542857142857143,,0.0,232.69285714285712,46.33,7.885714285714286,,652,Karnataka,15,Mysuru,202,Nanjangud,2582,Nerale,63157,Nerale,Nerale,619287.0,619287,Nerale,3971,714,339,2918,1004,684,0,
